#ver:1.0
Project;Name;Type;CommUid;Offset;Length;ParentTypeFamily;HistoryId
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$;$lib$.$core$.$v1_1$.$bd2_pulse_generator$;13650;0;88;none;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$eno$;$bool$;13650;8;1;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$en$;$bool_1$;13650;9;1;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$periodtime$;$time$;13650;16;8;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$period$;$time$;13650;24;8;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$ttrueuse$;$time$;13650;32;8;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$tfalseuse$;$time$;13650;40;8;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$lastenable$;$bool$;13650;48;1;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$enable$;$bool$;13650;49;1;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$ttrue$;$time$;13650;56;8;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$tfalse$;$time$;13650;64;8;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$pausing$;$bool$;13650;72;1;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$out$;$bool$;13650;73;1;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$outn$;$bool$;13650;74;1;fb;
Podluzany_projekt;$kotelna_main$.$bd2_pulse_generator$.$tres$;$time$;13650;80;8;fb;
Podluzany_projekt;$kotelna_main$.$r55$;$real$;3191;0;4;none;
Podluzany_projekt;$kotelna_main$.$impint$;$int$;13625;0;2;none;
Podluzany_projekt;$kotelna_main$.$impext$;$int$;13626;0;2;none;
Podluzany_projekt;$kotelna_main$.$tmparg_31$;$bool$;13630;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_13$;$bool$;3193;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_16$;$real$;3194;0;4;none;
Podluzany_projekt;$kotelna_main$.$tmparg_2$;$bool$;3195;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_8$;$bool$;3196;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_9$;$bool$;3197;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_3$;$bool$;3198;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_4$;$bool$;3199;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_24$;$bool$;3200;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_11$;$bool$;3201;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_14$;$bool$;3202;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_19$;$real$;3203;0;4;none;
Podluzany_projekt;$kotelna_main$.$tmparg_20$;$real$;3204;0;4;none;
Podluzany_projekt;$kotelna_main$.$tmparg_28$;$int$;13627;0;2;none;
Podluzany_projekt;$kotelna_main$.$tmparg_22$;$bool$;3205;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_18$;$real$;3206;0;4;none;
Podluzany_projekt;$kotelna_main$.$tmparg_21$;$bool$;3207;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_12$;$real$;3208;0;4;none;
Podluzany_projekt;$kotelna_main$.$tmparg_10$;$real$;3209;0;4;none;
Podluzany_projekt;$kotelna_main$.$tmparg_17$;$bool$;3210;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_33$;$bool$;13651;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_25$;$bool$;3211;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_29$;$bool$;13628;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_30$;$bool$;13629;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_32$;$bool$;13631;0;1;none;
Podluzany_projekt;$kotelna_main$.$tmparg_15$;$bool$;3192;0;1;none;
base;$getdeltatime$.$eno$;$bool$;9679;0;1;none;
base;$getdeltatime$.$en$;$bool_1$;9680;0;1;none;
base;$getdeltatime4$.$eno$;$bool$;9681;0;1;none;
base;$getdeltatime4$.$en$;$bool_1$;9682;0;1;none;
Lib.Iec;$rs$.$main$.$eno$;$bool$;9918;0;1;none;
Lib.Iec;$rs$.$main$.$en$;$bool_1$;9919;0;1;none;
Lib.Iec;$f_trig$.$main$.$eno$;$bool$;9925;0;1;none;
Lib.Iec;$f_trig$.$main$.$en$;$bool_1$;9926;0;1;none;
Lib.Iec;$r_trig$.$main$.$eno$;$bool$;9932;0;1;none;
Lib.Iec;$r_trig$.$main$.$en$;$bool_1$;9933;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$eno$;$bool$;11628;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$en$;$bool_1$;11629;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$in$;$real$;11630;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$x1$;$real$;11631;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$x2$;$real$;11632;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$y1$;$real$;11633;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$y2$;$real$;11634;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$b80_twopointfunction$.$sign$;$bool$;11635;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$forward$.$eno$;$bool$;11893;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$forward$.$en$;$bool_1$;11894;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$forward$.$in$;$uint$;11895;0;2;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$reverse$.$eno$;$bool$;11896;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$reverse$.$en$;$bool_1$;11897;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$reverse$.$in$;$real$;11898;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$main$.$eno$;$bool$;11899;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$main$.$en$;$bool_1$;11900;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$init$.$eno$;$bool$;11901;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$resistancetotemperature$.$init$.$en$;$bool_1$;11902;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$forward$.$eno$;$bool$;11969;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$forward$.$en$;$bool_1$;11970;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$forward$.$in$;$real$;11971;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$reverse$.$eno$;$bool$;11972;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$reverse$.$en$;$bool_1$;11973;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$reverse$.$in$;$real$;11974;0;4;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$main$.$eno$;$bool$;11975;0;1;none;
Lib.Core;$lib$.$core$.$v1_0$.$linearbytwopoints$.$main$.$en$;$bool_1$;11976;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd12_switchondelay$.$main$.$eno$;$bool$;12156;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd12_switchondelay$.$main$.$en$;$bool_1$;12157;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd12_switchondelay$.$init$.$eno$;$bool$;12158;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd12_switchondelay$.$init$.$en$;$bool_1$;12159;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$b80_twopointfunction$.$main$.$eno$;$bool$;12345;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$b80_twopointfunction$.$main$.$en$;$bool_1$;12346;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd2_pulse_generator$.$main$.$eno$;$bool$;12407;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd2_pulse_generator$.$main$.$en$;$bool_1$;12408;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd2_pulse_generator$.$init$.$eno$;$bool$;12409;0;1;none;
Lib.Core;$lib$.$core$.$v1_1$.$bd2_pulse_generator$.$init$.$en$;$bool_1$;12410;0;1;none;
Lib.Core;$lib$.$core$.$v1_2$.$b82_limits$.$main$.$eno$;$bool$;12639;0;1;none;
Lib.Core;$lib$.$core$.$v1_2$.$b82_limits$.$main$.$en$;$bool_1$;12640;0;1;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1$;$uint$;13584;0;2;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2$;$uint$;13585;0;2;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4$;$uint$;13586;0;2;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3$;$uint$;13587;0;2;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2$;$uint$;13588;0;2;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1$;$uint$;13589;0;2;none;
KotelnaIMIO;$hw_hidden$.$tmp_real$;$real$;13604;0;4;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$;$lib$.$core$.$v1_0$.$resistancetotemperature$;13605;0;56;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$eno$;$bool$;13605;8;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$en$;$bool_1$;13605;9;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$r0$;$real$;13605;12;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$a$;$real$;13605;16;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$b$;$real$;13605;20;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$koef1$;$real$;13605;24;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$koef2$;$real$;13605;28;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$koef3$;$real$;13605;32;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$kind$;$udint$;13605;36;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$pre_k$;$real$;13605;40;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$pre_q$;$real$;13605;44;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$post_k$;$real$;13605;48;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai1.transformation$.$post_q$;$real$;13605;52;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$;$lib$.$core$.$v1_0$.$resistancetotemperature$;13606;0;56;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$eno$;$bool$;13606;8;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$en$;$bool_1$;13606;9;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$r0$;$real$;13606;12;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$a$;$real$;13606;16;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$b$;$real$;13606;20;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$koef1$;$real$;13606;24;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$koef2$;$real$;13606;28;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$koef3$;$real$;13606;32;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$kind$;$udint$;13606;36;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$pre_k$;$real$;13606;40;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$pre_q$;$real$;13606;44;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$post_k$;$real$;13606;48;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai2.transformation$.$post_q$;$real$;13606;52;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$;$lib$.$core$.$v1_0$.$resistancetotemperature$;13607;0;56;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$eno$;$bool$;13607;8;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$en$;$bool_1$;13607;9;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$r0$;$real$;13607;12;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$a$;$real$;13607;16;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$b$;$real$;13607;20;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$koef1$;$real$;13607;24;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$koef2$;$real$;13607;28;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$koef3$;$real$;13607;32;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$kind$;$udint$;13607;36;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$pre_k$;$real$;13607;40;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$pre_q$;$real$;13607;44;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$post_k$;$real$;13607;48;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai4.transformation$.$post_q$;$real$;13607;52;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$;$lib$.$core$.$v1_0$.$resistancetotemperature$;13608;0;56;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$eno$;$bool$;13608;8;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$en$;$bool_1$;13608;9;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$r0$;$real$;13608;12;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$a$;$real$;13608;16;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$b$;$real$;13608;20;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$koef1$;$real$;13608;24;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$koef2$;$real$;13608;28;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$koef3$;$real$;13608;32;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$kind$;$udint$;13608;36;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$pre_k$;$real$;13608;40;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$pre_q$;$real$;13608;44;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$post_k$;$real$;13608;48;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ai3.transformation$.$post_q$;$real$;13608;52;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2.transformation$;$lib$.$core$.$v1_0$.$linearbytwopoints$;13609;0;28;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2.transformation$.$eno$;$bool$;13609;8;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2.transformation$.$en$;$bool_1$;13609;9;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2.transformation$.$x1$;$real$;13609;12;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2.transformation$.$x2$;$real$;13609;16;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2.transformation$.$y1$;$real$;13609;20;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao2.transformation$.$y2$;$real$;13609;24;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1.transformation$;$lib$.$core$.$v1_0$.$linearbytwopoints$;13610;0;28;none;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1.transformation$.$eno$;$bool$;13610;8;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1.transformation$.$en$;$bool_1$;13610;9;1;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1.transformation$.$x1$;$real$;13610;12;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1.transformation$.$x2$;$real$;13610;16;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1.transformation$.$y1$;$real$;13610;20;4;fb;
KotelnaIMIO;$hw_hidden$.$channel.imio10x.ao1.transformation$.$y2$;$real$;13610;24;4;fb;
